Kolumna1,ID,lp,ekspot,kategorie,start_min,start_s,stop_min,stop_s,czas_w_sek,czas_w_min,Z_KIM,X1_OSTOW,X2_OSTOW,X3_OSTOW,X4_OSTOW,X5_OSTOW,X6_OSTOW,X7_OSTOW,X8_OSTOW,X9_OSTOW,ILE_OSTOW,zach,opis,animator,uwagi,os_3,os_3_e,os_2,os_2_e
9311,2006,9466,"BIEGANIE (3,2,1…START)",2,33,25,38,15,290,4.83,"2005, 2015, 2009",2005,2015,2009,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9312,2006,9467,SKAKANIE,2,28,20,38,29,609,10.15,2005,2005,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9313,2006,9468,ZWISANIE,2,38,32,39,55,83,1.38,2005,2005,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9314,2006,9469,ŚCISKANIE,2,40,0,40,51,51,0.85,2005,2005,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9315,2006,9470,PRZYSTANEK SERCE - JAK BIJE SERCE,2,41,0,42,37,97,1.62,2005,2005,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9316,2006,9471,PŁUCA JAK MIECHY,2,43,0,43,10,10,0.17,2005,2005,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9317,2006,9472,LABIRYNT PRZESZKÓD,2,43,12,44,11,59,0.98,2005,2005,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9318,2006,9473,URATUJ MISIA,2,44,30,45,16,46,0.77,2005,2005,,,,,,,,,1,3,,1,,2,z inną osobą,2,z innymi
9319,2006,9474,CZŁOWIEK UKŁADANKA,2,45,20,46,42,82,1.37,"2005, 2015, 2009",2005,2015,2009,,,,,,,3,3,,1,,3,z 3 lub więcej osobami,2,z innymi
9320,2006,9475,CIĄGNIE SIĘ JAK JELITO,2,46,50,47,2,12,0.2,,,,,,,,,,,0,2,,1,,1,sam/a,1,sam/a
9321,2006,9476,PIPEDREAM,2,47,30,48,15,45,0.75,2005,2005,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9322,2006,9477,TWN,3,48,20,49,2,42,0.7,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9323,2006,9478,JEŻONE CIECZE,2,49,10,49,37,27,0.45,2005,2005,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9324,2006,9479,TORDO OGNIA,2,49,40,50,9,29,0.48,2005,2005,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9325,2006,9480,ZĄB ZA ZĄB,2,50,11,51,7,56,0.93,2005,2005,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9326,2006,9481,SYZYFOWA PRZEKŁADNIA,2,51,10,51,27,17,0.28,"2009, 2005, 2015",2009,2005,2015,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9327,2006,9482,MŁYŃSKIE KOŁO,2,51,30,52,34,64,1.07,"2009, 2005, 2015",2009,2005,2015,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9328,2006,9483,OKNO KOPERNIKA,2,53,0,54,0,60,1,"2009, 2005, 2015",2009,2005,2015,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9329,2006,9484,LATAJĄCY DYWAN,2,54,7,55,22,75,1.25,"2009, 2005, 2015",2009,2005,2015,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9330,2006,9485,OKNO KOPERNIKA,2,55,25,55,55,30,0.5,"2009, 2005, 2015",2009,2005,2015,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9331,2006,9486,NIESPRAWIEDLIWY WYŚCIG,2,56,0,56,38,38,0.63,"2009, 2005, 2015",2009,2005,2015,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9332,2006,9487,MYDLANE LUSTRO,2,56,40,57,48,68,1.13,"2009, 2005, 2015",2009,2005,2015,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9333,2006,9488,FIGURY LISSAJOUS,2,57,50,58,4,14,0.23,"2009, 2005, 2015",2009,2005,2015,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9334,2006,9489,KOSMICZNY LEJ,2,58,20,59,9,49,0.82,"2009, 2005, 2015",2009,2005,2015,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9335,2006,9490,MAJSTERNIA,3,60,0,90,0,1800,30,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9336,2006,9491,NURKOWANIE,2,91,0,92,9,69,1.15,2015,2015,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9337,2006,9492,ALARM  STATKU,2,92,10,93,40,90,1.5,2015,2015,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9338,2006,9493,CIŚNIENIE WODY,2,95,0,95,21,21,0.35,2015,2015,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9339,2006,9494,ZIEMSKI MAGNES,2,98,0,99,6,66,1.1,2015,2015,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9340,2006,9495,WSTĘGA MOBIUSA,2,100,16,100,27,11,0.18,2015,2015,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9341,2006,9496,LASEROWA HARFA,2,101,6,101,22,16,0.27,2015,2015,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9342,2006,9497,"RADIO, CZYLI SZKODA, ŻE PAŃSTWO TEGO NIE WIDZĄ",2,101,25,101,33,8,0.13,2015,2015,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9343,2006,9498,JAK UKA WYSZŁA Z LASU,2,101,35,102,10,35,0.58,"2015, 2005",2015,2005,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9344,2006,9499,SPACER PO ŚCIEŻCE DŹWIĘKOWEJ,2,102,19,102,50,31,0.52,"2015, 2005",2015,2005,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9345,2006,9500,SERDUSZKO BIJE W RYTM CHA-CHA,2,102,52,103,3,11,0.18,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9346,2006,9501,LASEROWA HARFA,2,103,50,104,21,31,0.52,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9347,2006,9502,SKACZĄCA KULKA,2,104,29,105,0,31,0.52,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9348,2006,9503,PLANETARIUM,3,105,2,120,0,898,14.97,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9349,2009,9504,WIATRAKI I TURBOWIATRAKI,2,0,40,2,15,95,1.58,"2005, 2015, 2006",2005,2015,2006,,,,,,,3,3,1,,woła kolezanki jest liderem,3,z 3 lub więcej osobami,2,z innymi
9350,2009,9505,KSZTAŁTOWANIE TERENU,2,2,20,2,45,25,0.42,"2005, 2015, 2006",2005,2015,2006,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9351,2009,9506,FALE,2,2,50,3,50,60,1,"2005, 2015, 2006",2005,2015,2006,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
9352,2009,9507,BĄBLE  START,2,4,0,4,30,30,0.5,2018,2018,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9353,2009,9508,TO NIE PRZELEWKI,2,4,35,5,0,25,0.42,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9354,2009,9509,ŁÓDŹ PODWOD,2,5,10,6,20,70,1.17,,,,,,,,,,,0,2,,,kilka razy podchodzi i wraca,1,sam/a,1,sam/a
9355,2009,9510,TRÓJKĄT BERMUDZKI,2,6,50,7,20,30,0.5,2006,2006,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9356,2009,9511,WYCIERACZKI,2,7,45,7,55,10,0.17,2006,2006,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9357,2009,9512,PODAJ MI DŁOŃ,2,9,49,10,20,31,0.52,"2009, 2006",2009,2006,,,,,,,,2,,,,,3,z 3 lub więcej osobami,2,z innymi
9358,2009,9513,LABORATORIUM,3,10,50,11,10,20,0.33,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9359,2009,9514,PRZESŁUCHANIE,2,11,30,12,20,50,0.83,"2006, 2015, 2006",2006,2015,2006,,,,,,,3,4,,,znów sama przywołuje koleżanki,3,z 3 lub więcej osobami,2,z innymi
9360,2009,9515,LASEROWA HARFA,2,12,20,12,45,25,0.42,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
9361,2009,9516,HEŁMY DYFRAKCYJNE,2,13,10,13,39,29,0.48,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9362,2009,9517,STÓŁ POLARYZACYJNY,2,13,40,13,59,19,0.32,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9363,2009,9518,MIESZANIE BARW RGB,2,14,10,14,40,30,0.5,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9364,2009,9519,ŻÓŁTE ŚWIATŁO,2,15,0,15,39,39,0.65,2015,2015,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9365,2009,9520,KĄT BREWSTERA,2,15,59,16,5,6,0.1,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9366,2009,9521,SOCZEWKI,2,16,10,16,35,25,0.42,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9367,2009,9522,OKO,2,16,40,16,55,15,0.25,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9368,2009,9523,ELASTYCZNE SZKŁO,2,17,0,17,30,30,0.5,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9369,2009,9524,KĄT BREWSTERA,2,17,40,18,50,70,1.17,,,,,,,,,,,0,3,,,rozmawia z koleżankami,1,sam/a,1,sam/a
9370,2009,9525,PERYSKOP,2,19,0,19,40,40,0.67,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9371,2009,9526,UKRYTA PERSPEKTYWA,2,19,45,21,5,80,1.33,,,,,,,,,,,0,3,1,,robią zdjęcia,1,sam/a,1,sam/a
9372,2009,9527,FILM ANIMOWANY,2,22,0,22,29,29,0.48,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9373,2009,9528,ZIELONY PROMIEŃ,2,22,29,22,40,11,0.18,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
9374,2009,9529,KLEJNOT,2,22,45,23,40,55,0.92,2015,2015,,,,,,,,,1,2,,,zawołała kolegę,2,z inną osobą,2,z innymi
9375,2009,9530,FOTOPLASTIKON,2,23,50,24,15,25,0.42,2014,2014,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9376,2009,9531,WODA DLA ŻYCIA,2,24,20,24,45,25,0.42,2015,2015,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9377,2009,9532,POCZUCIE CZASU,2,25,0,25,25,25,0.42,2015,2015,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9378,2009,9533,SILNIK ROŚLINNY,2,25,55,27,30,95,1.58,2015,2015,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9379,2009,9534,ŁOŻE FAKIRA,2,27,35,30,30,175,2.92,"2015, 2005, 2006",2015,2005,2006,,,,,,,3,3,,," początku czeka i patrzy, międzyczasie dotyka palącego chłodu",3,z 3 lub więcej osobami,2,z innymi
9380,2009,9535,PALĄCY CHŁÓD,2,30,55,31,30,35,0.58,"2015, 2006, 2006",2015,2006,2006,,,,,,,3,3,1,,,3,z 3 lub więcej osobami,2,z innymi
9381,2009,9536,SZYBKOŚĆ REAKCJI,2,31,45,32,10,25,0.42,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
9382,2009,9537,"BIEGANIE (3,2,1…START)",2,32,20,34,30,130,2.17,,,,,,,,,,,0,3,,,czeka  kolegę,1,sam/a,1,sam/a
9383,2009,9538,SKAKANIE,2,36,30,36,35,5,0.08,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9384,2009,9539,ZWISANIE,2,36,45,36,55,10,0.17,2015,2015,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9385,2009,9540,KRZYK,2,37,5,37,50,45,0.75,,,,,,,,,,,0,2,1,,,1,sam/a,1,sam/a
9386,2009,9541,GIBKOŚĆ,2,38,0,39,5,65,1.08,2015,2015,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9387,2009,9542,PRZYSTANEK SERCE - JAK BIJE SERCE,2,39,50,40,10,20,0.33,"2015, 2009, 2006",2015,2009,2006,,,,,,,3,3,1,,,3,z 3 lub więcej osobami,2,z innymi
9388,2009,9543,PRZYSTANEK SERCE - JAK BIJE SERCE,2,40,19,41,30,71,1.18,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9389,2009,9544,MOST PODWIESZANY,,41,50,42,9,19,0.32,2015,2015,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
9390,2009,9545,ALARM  STATKU,2,42,45,43,0,15,0.25,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9391,2009,9546,URATUJ MISIA,2,43,0,43,20,20,0.33,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9392,2009,9547,"KOŚĆ W KOŚCI, CZYLI STAWY",2,43,25,43,40,15,0.25,"2015, 2005, 2006",2015,2005,2006,,,,,,,3,,,1,,3,z 3 lub więcej osobami,2,z innymi
9393,2009,9548,CZŁOWIEK UKŁADANKA,2,43,50,45,20,90,1.5,,,,,,,,,,,0,3,1,,,1,sam/a,1,sam/a
9394,2009,9549,GORĄCY BALON,2,46,55,47,15,20,0.33,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9395,2009,9550,SYZYFOWA PRZEKŁADNIA,2,47,20,47,45,25,0.42,2015,2015,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9396,2009,9551,LATAJĄCY DYWAN,2,49,0,49,35,35,0.58,"2015, 2006, 2005",2015,2006,2005,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9397,2009,9552,OKNO KOPERNIKA,2,49,40,50,0,20,0.33,"2015, 2006, 2005",2015,2006,2005,,,,,,,3,,,,,3,z 3 lub więcej osobami,2,z innymi
9398,2009,9553,MYDLANE LUSTRO,2,50,30,54,10,220,3.67,"2015, 2006, 2005",2015,2006,2005,,,,,,,3,1,,,,3,z 3 lub więcej osobami,2,z innymi
9399,2009,9554,FIGURY LISSAJOUS,2,54,19,54,40,21,0.35,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9400,2009,9555,MYDLANE LUSTRO,,55,40,56,0,20,0.33,,,,,,,,,,,0,3,1,,,1,sam/a,1,sam/a
9401,2009,9556,MAJSTERNIA,3,56,5,90,0,2035,33.92,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9402,2009,9557,NURKOWANIE,2,91,1,91,20,19,0.32,"2006, 2005",2006,2005,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9403,2009,9558,ALARM  STATKU,2,92,0,94,90,210,3.5,2005,2005,,,,,,,,,1,,,,,2,z inną osobą,2,z innymi
9404,2009,9559,HIPERBOLA I SPÓŁKA,2,97,0,97,9,9,0.15,2005,2005,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9405,2009,9560,SKRECZUJĄCY DIDŻEJE,2,97,45,98,5,20,0.33,2005,2005,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9406,2009,9561,HISTORIA KOŁEM SIĘ TOCZY,2,99,0,99,20,20,0.33,2005,2005,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9407,2009,9562,ROZETA,2,99,50,101,20,90,1.5,2005,2005,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9408,2009,9563,SKLEPIENIA I ŁUKI,2,101,20,102,0,40,0.67,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9409,2009,9564,LASEROWA HARFA,2,102,40,103,10,30,0.5,2006,2006,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9410,2009,9565,SPACER PO ŚCIEŻCE DŹWIĘKOWEJ,2,103,20,103,40,20,0.33,2006,2006,,,,,,,,,1,,,,,2,z inną osobą,2,z innymi
9411,2009,9566,LASEROWA HARFA,2,105,20,105,30,10,0.17,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9412,2009,9567,PLANETARIUM,3,105,0,120,0,900,15,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9413,2015,9278,ŁODZIĄ POD GÓRĘ,2,0,40,1,20,40,0.67,"2006, 2005",2006,2005,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
9414,2015,9279,WIATRAKI I TURBOWIATRAKI,2,2,4,2,40,36,0.6,"2006, 2005, 2009",2006,2005,2009,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
9415,2015,9280,KSZTAŁTOWANIE TERENU,2,2,40,3,30,50,0.83,"2006, 2005, 2009",2006,2005,2009,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9416,2015,9281,FALE,2,3,30,4,20,50,0.83,"2006, 2005, 2009",2006,2005,2009,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9417,2015,9282,ŚRUBA PĘDOWA,2,4,30,5,0,30,0.5,"2006, 2005, 2009",2006,2005,2009,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
9418,2015,9283,TO NIE PRZELEWKI,2,5,0,5,20,20,0.33,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
9419,2015,9284,PRAWO ARCHIMEDESA,2,5,50,6,35,45,0.75,2005,2005,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
9420,2015,9285,WAHADŁO FOUCAULT,2,8,10,8,30,20,0.33,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
9421,2015,9286,LASEROWY PODSŁUCH,2,10,5,11,0,55,0.92,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9422,2015,9287,KOLOROWE CIENIE,2,11,0,11,36,36,0.6,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9423,2015,9288,PRZESŁUCHANIE,2,11,40,12,35,55,0.92,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9424,2015,9289,STÓŁ POLARYZACYJNY,2,13,0,13,25,25,0.42,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9425,2015,9290,HEŁMY DYFRAKCYJNE,2,13,35,14,30,55,0.92,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9426,2015,9291,MIESZANIE BARW RGB,2,14,30,15,10,40,0.67,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9427,2015,9292,ŻÓŁTE ŚWIATŁO,2,15,25,15,45,20,0.33,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
9428,2015,9293,SOCZEWKI,2,15,55,16,20,25,0.42,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9429,2015,9294,OKO,2,16,30,17,0,30,0.5,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9430,2015,9295,WYCIERACZKI,2,17,0,17,30,30,0.5,2005,2005,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9431,2015,9296,PRALKA,2,17,30,18,15,45,0.75,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9432,2015,9297,ELASTYCZNE SZKŁO,2,18,40,19,10,30,0.5,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9433,2015,9298,PERYSKOP,2,19,10,20,0,50,0.83,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9434,2015,9299,UKRYTA PERSPEKTYWA,2,20,0,21,30,90,1.5,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
9435,2015,9300,BILARD ŚWIETLNY,2,22,20,22,45,25,0.42,2006,2006,,,,,,,,,1,4,,,,2,z inną osobą,2,z innymi
9436,2015,9301,ZIELONY PROMIEŃ,2,23,0,23,20,20,0.33,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9437,2015,9302,KLEJNOT,2,23,20,23,45,25,0.42,2009,2009,,,,,,,,,1,4,,,,2,z inną osobą,2,z innymi
9438,2015,9303,FOTOPLASTIKON,2,23,55,24,25,30,0.5,2009,2009,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9439,2015,9304,HELIOSTAT,2,24,40,25,30,50,0.83,2009,2009,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9440,2015,9305,POCZUCIE CZASU,2,25,30,25,40,10,0.17,2009,2009,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9441,2015,9306,SILNIK ROŚLINNY,2,26,20,28,0,100,1.67,2009,2009,,,,,,,,,1,4,,,,2,z inną osobą,2,z innymi
9442,2015,9307,ŁOŻE FAKIRA,2,29,0,30,55,115,1.92,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9443,2015,9308,PALISADA ROGETA,2,30,55,31,5,10,0.17,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,2,1,,,3,z 3 lub więcej osobami,2,z innymi
9444,2015,9309,PALĄCY CHŁÓD,2,31,5,31,45,40,0.67,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,,,,,3,z 3 lub więcej osobami,2,z innymi
9445,2015,9310,SZYBKOŚĆ REAKCJI,2,31,50,32,25,35,0.58,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
9446,2015,9311,"BIEGANIE (3,2,1…START)",2,32,30,36,20,230,3.83,,,,,,,,,,,0,3,,,kolejka,1,sam/a,1,sam/a
9447,2015,9312,KRZYK,2,37,10,38,0,50,0.83,2009,2009,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9448,2015,9313,GIBKOŚĆ,2,38,0,39,20,80,1.33,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,1,,,zachęca koleżanki,3,z 3 lub więcej osobami,2,z innymi
9449,2015,9314,SERDUSZKO BIJE W RYTM CHA-CHA,2,40,30,41,30,60,1,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,2,,,rozmawia z koleżankami,3,z 3 lub więcej osobami,2,z innymi
9450,2015,9315,CZŁOWIEK UKŁADANKA,2,41,30,42,34,64,1.07,,,,,,,,,,,0,3,,1,,1,sam/a,1,sam/a
9451,2015,9316,CIĄGNIE SIĘ JAK JELITO,2,42,50,43,50,60,1,2009,2009,,,,,,,,,1,,,,,2,z inną osobą,2,z innymi
9452,2015,9317,CZŁOWIEK UKŁADANKA,2,43,55,45,48,113,1.88,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9453,2015,9318,LEWITUJĄCY MAGNES,2,47,50,48,10,20,0.33,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9454,2015,9319,TANIEC IGŁAMI,2,48,20,48,35,15,0.25,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9455,2015,9320,UNIEŚ SAM SIEBIE,2,48,50,49,30,40,0.67,2009,2009,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9456,2015,9321,INSTALACJA KÓŁ,2,50,0,51,0,60,1,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,1,,,kolejka,3,z 3 lub więcej osobami,2,z innymi
9457,2015,9322,LATAJĄCY DYWAN,2,51,0,53,30,150,2.5,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9458,2015,9323,OKNO KOPERNIKA,2,54,0,54,55,55,0.92,2005,2005,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9459,2015,9324,STACZANIE POD GÓRĘ,2,55,0,55,10,10,0.17,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9460,2015,9325,NIESPRAWIEDLIWY WYŚCIG,2,55,15,55,35,20,0.33,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
9461,2015,9326,KOSMICZNY LEJ,2,57,30,58,10,40,0.67,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
9462,2015,9327,OBLICZENIE,,58,10,58,35,25,0.42,2005,2005,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9463,2015,9328,SZYFRY TURY,2,58,40,59,20,40,0.67,2005,2005,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9464,2015,9329,SZE BOSKIE CIAŁA I ZŁOTE PROPORCJE,2,61,10,61,30,20,0.33,2005,2005,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9465,2015,9330,ILU MASZ SOBOWTÓRÓW,2,61,30,62,55,85,1.42,2005,2005,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9466,2015,9331,BURZA HORMONÓW,2,63,0,63,25,25,0.42,2005,2005,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9467,2015,9332,DZIEWCZYNKA CZY CHŁOPIEC,2,64,20,64,46,26,0.43,2005,2005,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9468,2015,9333,POJEDYNEK FAL MÓZGOWYCH,2,64,55,67,5,130,2.17,2005,2005,,,,,,,,,1,3,,,"czeka, 2005 powstrzymuje ją przed odejściem",2,z inną osobą,2,z innymi
9469,2015,9334,INSTALACJA KÓŁ,2,69,30,69,50,20,0.33,2005,2005,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9470,2015,9335,TANGRAM,2,70,40,71,40,60,1,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9471,2015,9336,DZIURAWY KWADRAT,2,72,30,73,22,52,0.87,"2003, 2005",2003,2005,,,,,,,,2,,,,,3,z 3 lub więcej osobami,2,z innymi
9472,2015,9337,TRZY KULKI  SZNURKU,2,76,20,76,37,17,0.28,2005,2005,,,,,,,,,1,1,,,konstruuje z 2021,2,z inną osobą,2,z innymi
9473,2015,9338,CZTERY PORY ROKU,2,76,52,77,26,34,0.57,2005,2005,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9474,2015,9339,ŁAŃCUCH - LASSO,2,77,40,77,59,19,0.32,2005,2005,,,,,,,,,1,,1,,,2,z inną osobą,2,z innymi
9475,2015,9340,FALOWANIE I SKAKANIE,2,78,0,78,22,22,0.37,"2005, 2006",2005,2006,,,,,,,,2,,1,1,,3,z 3 lub więcej osobami,2,z innymi
9476,2015,9341,MAJSTERNIA,3,78,25,88,45,620,10.33,2005,2005,,,,,,,,,1,,,,,2,z inną osobą,2,z innymi
9477,2015,9342,ALARM  STATKU,2,91,0,92,30,90,1.5,"2005, 2006",2005,2006,,,,,,,,2,1,,,kolejka,3,z 3 lub więcej osobami,2,z innymi
9478,2015,9343,WAHADŁO FOUCAULT,2,92,30,93,35,65,1.08,2006,2006,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
9479,2015,9344,ZIEMSKI MAGNES,2,97,5,97,52,47,0.78,2006,2006,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9480,2015,9345,PRAWDZIWA GEOMETRIA TURY,2,98,0,98,25,25,0.42,2006,2006,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
