Zanieczyszczenie,Warszawa PM10 [ug/m3],Kraków PM10 [ug/m3]
2010-01-01,"24.3","90.8"
2010-01-02,"31.2","55.9"
2010-01-03,"31.4","46.3"
2010-01-04,"85.0","149.4"
2010-01-05,"94.5","137.0"
2010-01-06,"56.0","124.9"
2010-01-07,"98.0","191.3"
2010-01-08,"103.4","97.0"
2010-01-09,"40.5","44.5"
2010-01-10,"22.6","34.7"
2010-01-11,"35.9","103.0"
2010-01-12,"51.5","72.7"
2010-01-13,"42.6","65.7"
2010-01-14,"69.4","74.1"
2010-01-15,"54.9","81.3"
2010-01-16,"51.1","70.4"
2010-01-17,"25.1","96.6"
2010-01-18,"53.5","115.0"
2010-01-19,"42.6","100.6"
2010-01-20,"27.3","47.2"
2010-01-21,"27.3","45.8"
2010-01-22,"43.6","54.5"
2010-01-23,"59.4","86.4"
2010-01-24,"77.5","107.2"
2010-01-25,"127.9","186.8"
2010-01-26,"162.5","245.7"
2010-01-27,"138.0","336.7"
2010-01-28,"60.8","90.3"
2010-01-29,"54.4","49.2"
2010-01-30,"60.6","45.7"
2010-01-31,"52.7","69.3"
2010-02-01,"118.7","110.1"
2010-02-02,"86.7","80.7"
2010-02-03,"65.4","51.2"
2010-02-04,"87.6","152.3"
2010-02-05,"69.6","110.4"
2010-02-06,"43.4","52.9"
2010-02-07,"42.0","37.4"
2010-02-08,"62.8","73.8"
2010-02-09,"96.8","145.8"
2010-02-10,"79.3","127.9"
2010-02-11,"41.9","86.8"
2010-02-12,"52.7","162.4"
2010-02-13,"56.6","146.8"
2010-02-14,"58.8","68.0"
2010-02-15,"62.1","84.3"
2010-02-16,"110.0","147.0"
2010-02-17,"79.6","144.7"
2010-02-18,"99.2","185.3"
2010-02-19,"104.0","109.5"
2010-02-20,"76.6","77.2"
2010-02-21,"69.9","75.0"
2010-02-22,"57.1","84.4"
2010-02-23,"65.7","69.9"
2010-02-24,"44.4","215.4"
2010-02-25,"105.0","198.1"
2010-02-26,"75.9","162.0"
2010-02-27,"61.4","107.2"
2010-02-28,"50.7","77.2"
2010-03-01,"34.1","15.5"
2010-03-02,"41.3","50.2"
2010-03-03,"42.2","57.9"
2010-03-04,"89.2","111.4"
2010-03-05,"95.6","53.1"
2010-03-06,"48.4","38.1"
2010-03-07,"62.2","60.0"
2010-03-08,"68.2","110.8"
2010-03-09,"115.0","100.8"
2010-03-10,"85.7","162.0"
2010-03-11,"66.3","92.3"
2010-03-12,"114.8","107.4"
2010-03-13,"49.2","44.5"
2010-03-14,"34.4","22.9"
2010-03-15,"46.6","21.9"
2010-03-16,"47.0","42.2"
2010-03-17,"53.6","53.0"
2010-03-18,"84.2","95.8"
2010-03-19,"108.8","123.0"
2010-03-20,"83.0","85.4"
2010-03-21,"43.3","54.2"
2010-03-22,"49.6","65.0"
2010-03-23,"80.4","129.2"
2010-03-24,"74.5","126.3"
2010-03-25,"73.8","129.9"
2010-03-26,"101.0","73.4"
2010-03-27,"39.4","38.5"
2010-03-28,"57.3","78.3"
2010-03-29,"75.7","54.5"
2010-03-30,"60.7","35.5"
2010-03-31,"61.3","62.9"
2010-04-01,"59.1","63.6"
2010-04-02,"58.3","82.8"
2010-04-03,"40.4","54.5"
2010-04-04,"37.4","58.9"
2010-04-05,"41.9","38.8"
2010-04-06,"40.7","26.0"
2010-04-07,"46.7","47.0"
2010-04-08,"57.0","96.3"
2010-04-09,"100.1","90.2"
2010-04-10,"42.5","25.6"
2010-04-11,"39.9","32.4"
2010-04-12,"58.7","69.8"
2010-04-13,"94.6","59.7"
2010-04-14,"51.3","44.2"
2010-04-15,"64.8","26.9"
2010-04-16,"85.1","38.3"
2010-04-17,"49.0","49.3"
2010-04-18,"50.9","59.9"
2010-04-19,"92.1","45.5"
2010-04-20,"53.5","88.9"
2010-04-21,"59.1","84.2"
2010-04-22,"32.4","42.8"
2010-04-23,"73.9","89.3"
2010-04-24,"83.6","74.2"
2010-04-25,"28.0","74.9"
2010-04-26,"46.8","114.9"
2010-04-27,"43.4","34.4"
2010-04-28,"60.4","44.1"
2010-04-29,"86.4","74.5"
2010-04-30,"71.9","68.2"
2010-05-01,"50.1","51.5"
2010-05-02,"36.6","38.5"
2010-05-03,"37.1","28.0"
2010-05-04,"30.6","30.7"
2010-05-05,"34.6","24.8"
2010-05-06,"22.4","38.7"
2010-05-07,"48.9","44.1"
2010-05-08,"49.0","43.0"
2010-05-09,"58.6","36.8"
2010-05-10,"52.6","45.0"
2010-05-11,"67.0","49.0"
2010-05-12,"41.4","27.9"
2010-05-13,"58.2","24.3"
2010-05-14,"52.0","18.7"
2010-05-15,"38.0","29.2"
2010-05-16,"29.5","5.3"
2010-05-17,"31.3","6.9"
2010-05-18,"43.9","7.4"
2010-05-19,"49.5","28.8"
2010-05-20,"56.5","52.8"
2010-05-21,"61.2","38.5"
2010-05-22,"57.6","48.2"
2010-05-23,"44.8","34.5"
2010-05-24,"37.9","25.0"
2010-05-25,"31.8","27.0"
2010-05-26,"47.3","49.8"
2010-05-27,"59.8","45.5"
2010-05-28,"63.8","32.8"
2010-05-29,"54.1","46.6"
2010-05-30,"41.1","35.6"
2010-05-31,"46.4","17.0"
2010-06-01,"58.4","20.4"
2010-06-02,"41.1","13.7"
2010-06-03,"36.5","31.9"
2010-06-04,"38.6","24.7"
2010-06-05,"32.3","26.2"
2010-06-06,"37.8","25.5"
2010-06-07,"66.6","32.2"
2010-06-08,"40.4","38.1"
2010-06-09,"61.2","45.1"
2010-06-10,"72.8","52.7"
2010-06-11,"80.8","59.4"
2010-06-12,,"43.3"
2010-06-13,,"18.5"
2010-06-14,"31.4","29.2"
2010-06-15,"51.2","28.8"
2010-06-16,"26.8","24.5"
2010-06-17,"27.0","36.4"
2010-06-18,"34.1","53.7"
2010-06-19,"29.8","32.2"
2010-06-20,"32.0","25.6"
2010-06-21,"44.8","27.5"
2010-06-22,"40.2","14.3"
2010-06-23,"42.8","12.8"
2010-06-24,"26.9","10.9"
2010-06-25,"48.0","15.6"
2010-06-26,"34.9","26.2"
2010-06-27,"19.5","14.8"
2010-06-28,"26.0","26.1"
2010-06-29,"37.3","32.3"
2010-06-30,"73.1","36.1"
2010-07-01,"53.1",
2010-07-02,"57.2",
2010-07-03,"22.4",
2010-07-04,"27.6",
2010-07-05,"42.6","29.9"
2010-07-06,"70.1","34.2"
2010-07-07,"34.7","16.6"
2010-07-08,"38.3","21.3"
2010-07-09,"61.7","30.0"
2010-07-10,"49.4","38.9"
2010-07-11,"31.0","32.4"
2010-07-12,"32.9","46.3"
2010-07-13,"35.1","48.8"
2010-07-14,"40.2","36.7"
2010-07-15,"43.6","48.0"
2010-07-16,"56.7","46.8"
2010-07-17,"39.1","45.2"
2010-07-18,"33.2","19.1"
2010-07-19,"48.8","21.1"
2010-07-20,"33.4","39.1"
2010-07-21,"41.4","46.5"
2010-07-22,"51.3","48.5"
2010-07-23,"53.5","45.1"
2010-07-24,,"15.8"
2010-07-25,,"10.5"
2010-07-26,,"10.4"
2010-07-27,,"23.1"
2010-07-28,,"13.7"
2010-07-29,"36.3","20.6"
2010-07-30,"37.9","31.5"
2010-07-31,"42.0","37.1"
2010-08-01,"47.6","36.8"
2010-08-02,"52.2","51.9"
2010-08-03,"37.2","41.0"
2010-08-04,"34.6","25.6"
2010-08-05,"41.3","31.9"
2010-08-06,"23.9","34.2"
2010-08-07,"31.9","26.4"
2010-08-08,"28.2","13.7"
2010-08-09,"31.6","25.6"
2010-08-10,"48.1","32.8"
2010-08-11,"45.3","60.0"
2010-08-12,"34.7","61.5"
2010-08-13,"52.6","57.7"
2010-08-14,"40.9","41.2"
2010-08-15,"35.6","46.6"
2010-08-16,"27.1","30.7"
2010-08-17,"27.5","10.8"
2010-08-18,"23.0","16.4"
2010-08-19,"20.6","22.7"
2010-08-20,,"43.7"
2010-08-21,,"49.2"
2010-08-22,,"44.4"
2010-08-23,,"37.6"
2010-08-24,,"41.5"
2010-08-25,,"18.2"
2010-08-26,"38.2","29.8"
2010-08-27,"25.9","24.0"
2010-08-28,"14.5","9.0"
2010-08-29,"22.0","13.0"
2010-08-30,"21.8","18.5"
2010-08-31,"19.7","12.4"
2010-09-01,"18.0",
2010-09-02,"19.4",
2010-09-03,"45.1",
2010-09-04,"47.4",
2010-09-05,"28.6",
2010-09-06,"17.0",
2010-09-07,"23.8",
2010-09-08,"24.0",
2010-09-09,"26.5",
2010-09-10,"50.4",
2010-09-11,"38.3",
2010-09-12,"49.6",
2010-09-13,"62.7",
2010-09-14,"51.8",
2010-09-15,"29.1",
2010-09-16,"34.0",
2010-09-17,"42.2",
2010-09-18,"31.1",
2010-09-19,"25.9",
2010-09-20,"72.5",
2010-09-21,"43.0",
2010-09-22,"107.2",
2010-09-23,"69.7",
2010-09-24,"62.3",
2010-09-25,"66.1",
2010-09-26,"45.5",
2010-09-27,"34.3",
2010-09-28,"29.7",
2010-09-29,"18.6",
2010-09-30,"19.7",
2010-10-01,"29.8",
2010-10-02,"38.1",
2010-10-03,"25.6",
2010-10-04,"26.2",
2010-10-05,"32.1",
2010-10-06,"33.7",
2010-10-07,"41.1",
2010-10-08,"49.6",
2010-10-09,"60.2",
2010-10-10,"64.0",
2010-10-11,"62.8",
2010-10-12,"85.4",
